id_empleado,nombre_completo,fecha_inicio,genero,edad,discapacidad,etnia,attrition,fecha_renuncia
1263,"Barragán, Emilio",1984-05-12,mujer,23,0,indio,1,1986-10-04
1264,"Cámara, Quique",1992-05-27,varon,27,0,latino,0,
1265,"Hidalgo, René",2023-05-05,mujer,59,0,afrodescendiente,1,2025-10-27
1266,"Iglesia, Yago",2007-08-06,otros,52,0,griego,1,2009-10-10
1267,"Carrera, Melisa",2023-07-01,varon,38,0,griego,0,
1268,"Dueñas, Juan Bautista",1986-08-29,otros,36,0,latino,0,
1269,"López, Miguela",1989-07-06,varon,30,0,latino,1,1992-07-24
1270,"Alsina, Verónica",2009-04-13,mujer,21,0,griego,1,2011-07-29
1271,"Requena, Encarna",2022-07-28,mujer,35,0,griego,1,2025-08-18
1272,"Garzón, Selena",2008-02-17,mujer,48,0,asiatico,1,2010-01-11
1273,"Ariño, Tadeo",2015-06-10,mujer,39,0,indio,1,2020-05-30
1274,"Padilla, Graciana",1993-05-22,mujer,47,0,blanco,0,
1275,"Fernandez, Hortensia",1987-12-01,mujer,66,0,griego,0,
1276,"Benito, Cebrián",2007-01-01,mujer,49,0,griego,1,2012-02-01
1277,"Tejada, Ileana",2015-07-28,varon,62,0,asiatico,1,2018-03-02
1278,"Feijoo, Jose Angel",1982-02-24,varon,25,0,afrodescendiente,0,
1279,"Codina, Celestino",2007-01-07,mujer,35,0,afrodescendiente,1,2010-02-20
1280,"Andres, Cristian",1988-01-23,varon,40,0,latino,0,
1281,"Torrens, Bruno",1992-03-24,mujer,52,0,afrodescendiente,1,1992-10-27
1282,"Rebollo, David",2005-05-23,mujer,61,0,indio,0,
1283,"Pulido, Javiera",1984-01-07,varon,38,0,griego,1,1987-11-08
1284,"Sarmiento, Malena",2020-01-06,varon,61,0,latino,1,2022-04-26
1285,"Contreras, Roldán",2024-02-09,varon,53,0,afrodescendiente,0,
1286,"Valbuena, Hermenegildo",1999-06-21,mujer,26,0,asiatico,0,
1287,"Cerezo, Toño",2008-03-14,varon,43,0,blanco,0,
1288,"Vicente, Vito",2019-04-26,mujer,68,0,asiatico,1,2024-07-14
1289,"Villa, Azahar",2023-08-21,mujer,35,1,blanco,1,2027-03-09
1290,"Soriano, Maximino",1999-01-09,varon,63,0,blanco,0,
1291,"Sureda, Armando",2004-01-26,varon,43,0,afrodescendiente,0,
1292,"Azorin, Rita",1998-07-16,mujer,59,0,latino,1,1999-10-18
1293,"Carbajo, Cándida",1985-03-17,mujer,59,0,blanco,0,
1294,"Pinilla, Rafaela",1984-12-01,mujer,66,0,asiatico,1,1986-12-11
1295,"Salgado, Roberto",2012-02-16,varon,22,0,griego,0,
1296,"Larrañaga, Cloe",2006-05-21,mujer,50,0,latino,1,2011-02-21
1297,"Grau, Vinicio",1990-02-06,mujer,45,0,indio,1,1992-07-13
1298,"Lastra, Ariel",2019-08-23,mujer,63,0,latino,0,
1299,"Peñas, Miguela",1990-09-13,mujer,53,0,blanco,0,
1300,"Torre, Sergio",1987-09-26,varon,37,0,afrodescendiente,0,
1301,"Gutiérrez, Ani",2023-04-27,mujer,18,0,asiatico,0,
1302,"Barrio, Pío",1995-02-15,mujer,30,0,asiatico,1,1997-04-01
1303,"Salgado, Pablo",1997-04-23,varon,38,0,latino,1,1998-04-30
1304,"Isern, Marianela",2005-09-29,mujer,22,0,griego,0,
1305,"Castells, Severino",1985-02-14,otros,61,0,blanco,0,
1306,"Rivas, Noelia",1994-10-15,mujer,23,0,asiatico,0,
1307,"Amigó, Marcio",1992-12-05,mujer,46,0,afrodescendiente,1,1997-01-24
1308,"Pozo, Custodio",2019-03-07,varon,47,0,latino,0,
1309,"Pulido, Jerónimo",1998-12-20,mujer,41,0,latino,0,
1310,"Buendía, Gil",2001-07-07,mujer,67,0,blanco,1,2004-08-16
1311,"Montalbán, Nicanor",1990-02-17,varon,42,0,afrodescendiente,1,1995-07-08
1312,"Ribes, Anacleto",2014-11-14,otros,40,0,indio,1,2016-11-17
1313,"Elías, Camila",1997-09-20,varon,62,0,afrodescendiente,1,2002-11-21
1314,"Cuenca, Vilma",1986-09-01,mujer,51,0,indio,0,
1315,"Lladó, Melchor",2001-10-13,varon,21,0,griego,1,2005-03-11
1316,"Peñalver, Edgardo",2003-10-25,mujer,64,0,asiatico,1,2007-01-02
1317,"Naranjo, Dolores",1999-05-16,mujer,33,0,latino,1,2004-06-05
1318,"Garriga, Leire",2008-03-21,varon,54,0,latino,1,2012-05-31
1319,"Acosta, Violeta",2019-05-15,mujer,19,0,indio,1,2020-01-23
1320,"Mercader, Melania",2004-08-10,mujer,42,0,blanco,0,
1321,"Aznar, Plácido",1985-10-22,mujer,58,0,afrodescendiente,0,
1322,"Pedraza, Agustín",2004-06-20,varon,52,0,latino,1,2007-03-19
1323,"Villegas, Fausto",2009-01-10,otros,50,0,griego,1,2013-04-24
1324,"Requena, Victorino",2009-03-03,varon,55,0,indio,0,
1325,"Palomo, Nazaret",2014-06-02,otros,27,0,asiatico,1,2017-11-30
1326,"Palacios, Odalis",2009-01-27,otros,32,0,asiatico,0,
1327,"Pintor, Carmen",2001-10-27,varon,20,0,latino,0,
1328,"Balaguer, Kike",1990-11-04,varon,60,0,afrodescendiente,1,1995-01-26
1329,"Soriano, Alma",2000-11-01,varon,30,0,asiatico,1,2002-04-21
1330,"Conesa, Maura",1996-02-19,varon,25,0,afrodescendiente,1,1997-04-01
1331,"Reig, Ambrosio",2025-02-20,varon,58,0,griego,0,
1332,"Roura, Ricardo",1991-01-31,mujer,37,0,latino,1,1993-06-11
1333,"Iñiguez, Humberto",1995-11-13,varon,54,0,indio,1,2001-04-09
1334,"Esparza, Yolanda",1991-08-07,mujer,50,0,blanco,1,1995-05-31
1335,"Noriega, Iker",2014-04-06,mujer,30,0,asiatico,1,2016-05-13
1336,"Chaparro, Florencia",1985-07-05,otros,29,0,afrodescendiente,1,1986-07-23
1337,"Barreda, Antonia",2001-12-29,varon,69,0,afrodescendiente,0,
1338,"Almagro, Emperatriz",1982-12-27,otros,34,0,afrodescendiente,1,1985-02-21
1339,"Durán, Eloísa",2013-07-16,mujer,43,0,afrodescendiente,1,2015-10-05
1340,"Planas, Paulino",2024-08-13,varon,60,0,asiatico,1,2028-04-05
1341,"Figuerola, Plinio",2018-08-23,mujer,24,0,indio,0,
1342,"Salas, Tecla",1989-09-03,mujer,54,0,afrodescendiente,0,
1343,"Piña, Herberto",1984-11-30,varon,59,0,blanco,0,
1344,"Diéguez, Patricio",2003-10-20,varon,42,0,blanco,0,
1345,"Nevado, Delia",2014-04-14,varon,68,0,latino,1,2015-07-03
1346,"Crespo, María Jesús",2023-09-05,mujer,62,0,latino,0,
1347,"Vendrell, Pablo",1982-01-09,mujer,61,0,blanco,0,
1348,"Castilla, Coral",1994-08-02,mujer,22,0,blanco,0,
1349,"Rodríguez, Adela",2007-10-03,varon,50,0,afrodescendiente,1,2012-01-31
1350,"Navas, Prudencio",1981-10-28,mujer,56,0,asiatico,0,
1351,"Giner, Octavio",2019-10-17,mujer,42,0,afrodescendiente,1,2022-10-19
1352,"Blanes, Herminia",1995-10-14,otros,22,0,afrodescendiente,0,
1353,"Gaya, Pascuala",2003-04-22,otros,27,0,indio,1,2008-06-30
1354,"Otero, Eugenia",1983-06-04,varon,31,0,blanco,1,1987-10-28
1355,"Atienza, Reinaldo",2015-03-18,mujer,53,0,indio,1,2017-05-30
1356,"Rincón, María Dolores",2006-12-23,mujer,25,0,afrodescendiente,0,
1357,"Saavedra, Rosalía",1983-02-17,mujer,35,0,latino,1,1984-07-05
1358,"Abella, Haydée",2018-12-30,mujer,63,0,blanco,0,
1359,"Bosch, Héctor",2021-09-17,mujer,22,0,asiatico,1,2025-07-19
1360,"Gelabert, Mariana",1997-10-15,otros,55,0,asiatico,0,
1361,"Segovia, Ale",1982-02-04,varon,69,0,asiatico,1,1983-11-23
1362,"Casanovas, Casemiro",2019-12-06,mujer,23,0,asiatico,1,2024-06-23
1363,"Cid, Ángeles",1984-09-04,mujer,29,0,griego,1,1986-07-31
1364,"Querol, Dorotea",2021-04-15,mujer,52,0,griego,1,2024-04-01
1365,"Agullo, Marcos",2015-01-26,mujer,25,0,griego,1,2018-11-27
1366,"Palau, Bernabé",1991-10-05,mujer,55,0,blanco,0,
1367,"Morell, Leandra",1982-07-30,otros,54,0,blanco,1,1984-10-09
1368,"Corral, César",2023-03-07,varon,60,0,blanco,1,2024-03-27
1369,"Sanabria, Jafet",2003-07-29,varon,56,0,afrodescendiente,0,
1370,"Figueras, Imelda",2012-10-27,varon,27,0,asiatico,0,
1371,"Calatayud, Susanita",2021-12-30,mujer,69,0,indio,0,
1372,"Reyes, Amando",1994-06-13,mujer,63,0,latino,0,
1373,"Valdés, Tristán",1984-09-29,otros,63,0,afrodescendiente,1,1989-01-22
1374,"Gonzalez, Tomás",1986-05-20,varon,68,0,asiatico,1,1991-04-25
1375,"Amores, Elena",2022-02-17,mujer,66,0,asiatico,1,2026-12-13
1376,"Villa, Gregorio",2019-06-29,otros,43,0,griego,1,2023-01-21
1377,"Bauzà, Maribel",2004-11-30,varon,62,0,indio,1,2009-09-02
1378,"Solana, Vidal",2013-07-05,varon,60,0,griego,0,
1379,"Vallés, Teodosio",2000-08-19,mujer,63,0,griego,0,
1380,"Benitez, Fabiola",1989-07-13,mujer,52,0,griego,0,
1381,"Sevillano, Máximo",1990-09-25,varon,32,0,blanco,0,
1382,"Recio, Chita",2018-10-20,varon,35,0,latino,0,
1383,"Oller, Esperanza",2014-06-19,mujer,30,0,latino,1,2019-06-19
1384,"Ochoa, Eli",2007-09-16,otros,21,0,afrodescendiente,0,
1385,"Agustín, Rosalva",2020-01-26,varon,57,0,afrodescendiente,1,2023-05-19
1386,"Alba, Lucas",1995-04-26,mujer,69,0,blanco,0,
1387,"Oliveras, Sancho",2011-01-11,otros,25,0,afrodescendiente,0,
1388,"Soria, Gertrudis",2022-07-10,varon,58,0,griego,0,
1389,"Cabrera, Roberto",2004-11-25,mujer,61,0,blanco,1,2009-08-22
1390,"Atienza, Lope",1991-05-03,mujer,68,0,blanco,1,1994-12-06
1391,"Agullo, África",2006-08-02,varon,21,0,asiatico,0,
1392,"Vazquez, Sonia",1981-03-22,otros,67,0,blanco,1,1984-03-30
1393,"Parra, Marina",2015-07-16,otros,60,0,asiatico,1,2019-02-05
1394,"Español, Hipólito",1999-09-18,otros,54,0,asiatico,0,
1395,"Quiroga, Manu",1987-08-10,mujer,44,0,griego,1,1990-03-12
1396,"Bartolomé, Isabel",1984-03-31,otros,60,0,afrodescendiente,0,
1397,"Calderon, Estela",2021-12-19,mujer,44,0,blanco,1,2023-03-08
1398,"Aguirre, Amador",1997-08-13,varon,47,0,blanco,0,
1399,"Pera, Leocadio",1993-10-01,mujer,69,0,afrodescendiente,0,
1400,"Roma, Alexandra",2017-02-10,varon,54,0,asiatico,1,2022-05-23
1401,"Alvarez, Duilio",1987-01-19,varon,55,0,indio,1,1992-05-05
1402,"Machado, Nazario",1989-06-04,mujer,18,0,blanco,0,
1403,"Redondo, Rosalinda",2022-02-16,mujer,24,1,afrodescendiente,1,2023-08-30
1404,"Roselló, Bartolomé",1990-12-13,mujer,45,0,indio,1,1993-05-06
1405,"Arribas, Débora",1993-06-08,varon,67,0,latino,1,1994-02-18
1406,"Mendez, Espiridión",2022-08-21,mujer,61,0,asiatico,1,2025-08-15
1407,"Costa, Arcelia",1999-05-07,mujer,33,0,indio,1,2002-03-19
1408,"Quintana, Maricela",1996-02-13,otros,23,0,afrodescendiente,1,1999-11-14
1409,"Farré, Sarita",2009-07-29,varon,30,0,afrodescendiente,1,2012-09-13
1410,"Barreda, Salomón",2012-04-22,mujer,59,0,afrodescendiente,0,
1411,"Torrens, Marcos",2009-05-31,mujer,38,0,afrodescendiente,1,2014-02-20
1412,"Macias, Priscila",1991-02-20,varon,20,0,latino,1,1994-11-22
1413,"Carrera, Julia",2016-01-08,mujer,45,0,blanco,1,2017-10-01
1414,"Capdevila, Berto",2002-10-19,varon,18,0,latino,1,2007-04-12
1415,"Silva, Marcelo",2006-12-15,mujer,51,0,griego,0,
1416,"Valenzuela, Cesar",1994-01-03,mujer,53,0,afrodescendiente,0,
1417,"Arenas, Rosenda",2000-07-11,otros,63,0,afrodescendiente,0,
1418,"Velasco, Calixta",2023-04-11,varon,53,0,latino,1,2024-10-27
1419,"Baquero, Inocencio",2011-06-12,varon,21,0,asiatico,1,2013-10-22
1420,"Puente, Olegario",2006-07-01,mujer,20,0,latino,0,
1421,"Ángel, Guiomar",2023-11-17,varon,43,0,griego,1,2028-09-17
1422,"Rincón, Bernardo",1991-02-22,mujer,26,0,indio,1,1991-09-17
1423,"Tejedor, Ibán",2013-06-08,mujer,47,0,latino,0,
1424,"Boada, Iván",2007-03-24,mujer,44,0,indio,1,2011-06-12
1425,"Gras, Abril",2019-04-28,mujer,50,0,griego,1,2019-11-17
1426,"Benavent, Jordana",2012-02-23,mujer,28,0,griego,0,
1427,"Diéguez, Adelina",2010-08-03,mujer,53,0,latino,1,2013-11-22
1428,"Company, Leandro",2013-07-14,mujer,36,0,blanco,0,
1429,"Pedrero, Teodora",1984-02-05,varon,58,0,latino,1,1986-12-25
1430,"Rosales, Julie",2003-12-25,varon,44,0,latino,0,
1431,"Castejón, Basilio",1998-06-15,mujer,54,0,afrodescendiente,1,2003-04-01
1432,"Girona, Irma",1994-09-24,varon,56,0,indio,1,1995-04-15
1433,"Jerez, Susana",2003-10-05,varon,28,0,blanco,1,2006-09-20
1434,"Jover, Crescencia",2002-11-14,mujer,53,0,latino,1,2007-12-27
1435,"Gargallo, Lidia",2024-12-26,mujer,57,0,indio,1,2026-05-21
1436,"Mesa, Leire",1980-12-16,otros,46,0,griego,1,1981-12-17
1437,"Trujillo, Benigno",2016-06-10,mujer,34,0,afrodescendiente,1,2018-11-27
1438,"López, Wilfredo",1995-02-12,otros,27,0,indio,0,
1439,"Hernandez, Primitiva",1983-07-02,mujer,45,0,blanco,0,
1440,"Rincón, Hipólito",1995-03-25,mujer,25,0,indio,1,1999-01-05
1441,"Cal, Donato",1996-02-21,otros,65,0,indio,0,
1442,"Aguilera, Dalila",1984-10-18,mujer,54,0,indio,1,1989-10-12
1443,"Delgado, Fidel",1993-11-30,varon,40,0,asiatico,0,
1444,"Arjona, Teo",2005-03-11,varon,23,0,asiatico,0,
1445,"Agustín, Manuel",2021-08-05,mujer,56,0,indio,1,2026-04-08
1446,"Angulo, Jaime",2014-02-19,mujer,64,0,afrodescendiente,1,2016-02-20
1447,"Ruiz, Fausto",1997-07-08,mujer,24,0,indio,1,2000-03-09
1448,"Rojas, Hermenegildo",2012-10-21,mujer,62,0,asiatico,1,2015-12-14
1449,"Chacón, Edelmira",1988-12-12,otros,30,0,afrodescendiente,1,1991-01-20
1450,"Mayol, Ariadna",2024-03-10,mujer,18,0,asiatico,0,
1451,"Solsona, María José",1987-02-09,mujer,54,0,afrodescendiente,1,1988-07-14
1452,"Botella, Lorenzo",1984-05-04,mujer,41,0,blanco,1,1986-09-22
1453,"Llorente, Bernardita",2010-12-24,varon,28,0,asiatico,1,2012-08-04
1454,"Montserrat, Teófilo",1999-04-19,mujer,22,0,asiatico,0,
1455,"Galvez, Moreno",1996-09-26,mujer,68,0,griego,0,
1456,"Pozo, Cristóbal",2003-12-05,mujer,22,0,indio,0,
1457,"Quintana, María Jesús",2009-03-25,mujer,33,0,asiatico,0,
1458,"Vélez, África",2022-05-15,mujer,55,0,blanco,1,2024-05-27
1459,"Baquero, Agustín",2022-03-06,mujer,25,0,blanco,0,
1460,"Gomis, Victoria",1989-06-18,mujer,64,0,blanco,1,1994-08-05
1461,"Marcos, Rosa",2018-07-30,mujer,55,0,latino,0,
1462,"Matas, Ariel",2006-12-01,mujer,66,0,latino,1,2011-04-09
1463,"Moliner, Nilda",1984-04-07,mujer,41,0,indio,1,1989-04-30
1464,"Almansa, Sabina",2011-04-01,mujer,62,0,blanco,0,
1465,"Benito, Apolonia",2018-05-23,varon,50,0,asiatico,0,
1466,"Iglesia, Daniela",1994-06-19,varon,25,0,latino,0,
1467,"Navarrete, Liliana",1990-11-14,mujer,39,0,afrodescendiente,0,
1468,"Gonzalez, Claudia",2005-03-26,mujer,65,0,indio,1,2007-01-14
1469,"Ortega, Chus",2009-09-17,mujer,57,0,asiatico,1,2010-10-17
1470,"Guillén, Calixto",2018-05-11,mujer,63,0,afrodescendiente,1,2022-07-27
1471,"Tejero, Valerio",1989-01-31,otros,38,0,griego,1,1993-09-02
1472,"Martin, María Luisa",1984-03-03,mujer,67,0,afrodescendiente,0,
1473,"Guerrero, Genoveva",2008-03-22,varon,43,0,indio,1,2010-03-17
1474,"Caballero, Aníbal",1992-10-25,mujer,39,0,griego,1,1994-01-27
1475,"Domínguez, Dorotea",1991-11-04,varon,25,0,blanco,0,
1476,"Martin, Eric",2009-08-02,otros,29,0,afrodescendiente,1,2012-11-29
1477,"Bárcena, Maristela",2005-02-18,mujer,25,0,afrodescendiente,0,
1478,"Buendía, Genoveva",2022-11-26,mujer,36,0,afrodescendiente,0,
1479,"Carmona, Lino",2006-08-21,otros,22,0,griego,1,2010-08-01
1480,"Castells, Emiliana",1993-06-04,mujer,37,0,griego,0,
1481,"Mayol, Guiomar",1990-05-27,mujer,59,0,latino,1,1995-04-27
1482,"Vera, Octavia",1992-04-27,varon,31,0,indio,1,1994-08-09
1483,"Plana, Cruz",2024-08-10,varon,51,0,asiatico,1,2027-06-03
1484,"Ordóñez, Luciana",2002-08-25,varon,36,0,griego,0,
1485,"Echeverría, Elías",2012-01-13,varon,32,0,latino,1,2015-08-07
1486,"Zapata, Leonel",1990-12-08,mujer,18,0,latino,0,
1487,"Mayol, Galo",1994-05-14,mujer,55,0,blanco,0,
1488,"Espinosa, Esperanza",1984-02-04,mujer,25,0,indio,1,1989-06-11
1489,"Busquets, Adrián",2015-09-20,mujer,51,0,latino,0,
1490,"Ojeda, Esperanza",2000-05-01,mujer,68,0,latino,0,
1491,"Cabello, Ildefonso",1988-03-04,varon,38,0,afrodescendiente,1,1992-09-04
1492,"Doménech, Adán",2004-07-19,otros,33,0,asiatico,0,
1493,"Cadenas, Ramiro",2019-01-08,mujer,60,0,blanco,0,
1494,"Cerdán, Macario",2016-01-11,mujer,36,0,blanco,0,
1495,"Jaume, Manuelita",2001-07-17,varon,44,0,afrodescendiente,0,
1496,"Céspedes, Santiago",2000-12-11,mujer,36,0,blanco,0,
1497,"Almeida, Virginia",2016-04-15,mujer,51,0,griego,0,
1498,"Diéguez, Lourdes",2019-11-22,varon,31,0,asiatico,1,2020-09-07
1499,"Acevedo, Nicolasa",1984-07-20,otros,51,0,indio,1,1985-12-10
1500,"Baños, Donato",1990-10-03,mujer,24,0,blanco,1,1991-10-27
1501,"Baena, Ramiro",2014-02-20,otros,28,0,griego,1,2018-08-01
1502,"Frutos, Ale",2011-06-25,varon,42,0,blanco,0,
1503,"Nevado, Corona",2001-08-19,mujer,39,0,blanco,0,
1504,"Agullo, Sandalio",2018-07-18,mujer,47,0,afrodescendiente,0,
1505,"Morcillo, Matías",1981-08-28,mujer,28,0,indio,1,1985-04-18
1506,"Martínez, Emilia",2008-12-20,varon,44,0,griego,0,
1507,"Román, María Carmen",1991-05-30,varon,47,0,afrodescendiente,1,1996-04-06
1508,"Acero, Amarilis",1981-08-28,varon,23,0,afrodescendiente,1,1986-01-27
1509,"Quiroga, Cecilia",1998-11-12,mujer,32,0,indio,0,
1510,"Izaguirre, Gabino",2007-08-04,mujer,69,0,afrodescendiente,1,2011-10-30
1511,"Mena, Martín",1982-02-05,otros,34,0,asiatico,0,
1512,"Marí, Mar",1994-05-06,mujer,45,0,asiatico,0,
1513,"Llanos, Evita",2015-02-07,mujer,25,0,asiatico,1,2019-10-05
1514,"Téllez, Maxi",1985-05-16,mujer,34,0,indio,1,1986-03-14
1515,"Salazar, Gerónimo",2007-04-16,mujer,34,0,afrodescendiente,1,2010-05-13
1516,"Carmona, Felipe",1996-04-20,mujer,23,0,asiatico,0,
1517,"Fajardo, Ángel",1991-04-01,mujer,36,0,latino,1,1992-07-16
1518,"Río, Olivia",2021-10-13,mujer,33,0,griego,0,
1519,"Manzanares, Rosario",1990-09-06,varon,58,0,griego,1,1991-09-03
1520,"Castilla, Maximiano",2006-11-29,mujer,56,0,indio,1,2008-10-18
1521,"Bonilla, Lorenza",2003-02-13,varon,56,0,indio,1,2005-07-21
1522,"Zamora, Candelario",1993-08-22,mujer,38,0,blanco,0,
1523,"Caparrós, Iker",2007-07-10,varon,53,0,griego,1,2011-01-21
1524,"Peral, Fabiola",2007-08-25,mujer,18,0,griego,0,
1525,"Gallego, Sabas",2023-04-02,varon,21,0,griego,0,
1526,"Llabrés, Reynaldo",2006-09-03,mujer,31,0,blanco,1,2008-01-08
1527,"Ortega, Esmeralda",1990-09-15,mujer,50,0,griego,1,1996-01-31
1528,"Villalonga, Basilio",1991-08-17,mujer,25,0,blanco,1,1993-02-26
1529,"Barragán, Clotilde",1983-09-16,varon,48,0,afrodescendiente,0,
1530,"Canet, Silvestre",2001-01-25,otros,35,0,afrodescendiente,1,2004-01-22
1531,"Cuenca, Julio",1983-10-31,varon,45,0,asiatico,0,
1532,"Artigas, Vito",1983-08-20,mujer,41,0,afrodescendiente,0,
1533,"Vila, Valentín",1998-01-17,mujer,28,0,asiatico,0,
1534,"Cuenca, Paca",2001-09-23,mujer,18,0,afrodescendiente,1,2002-10-31
1535,"Guitart, Osvaldo",2021-10-19,mujer,58,0,indio,0,
1536,"Vidal, Teresa",2018-03-30,mujer,39,0,blanco,1,2023-02-15
1537,"Espejo, Zaira",2010-02-27,varon,35,0,latino,0,
1538,"Buendía, Emilio",1993-06-24,varon,51,0,blanco,1,1997-02-03
1539,"Cañizares, Dan",1989-01-10,varon,34,0,asiatico,1,1993-10-09
1540,"Hoyos, Delfina",1983-08-16,varon,60,0,asiatico,1,1986-05-11
1541,"Morán, Fátima",2023-09-08,otros,33,0,indio,1,2028-10-12
1542,"Trujillo, Anita",2001-08-22,varon,69,0,blanco,0,
1543,"Cabrera, Evita",1987-05-11,mujer,58,0,blanco,0,
1544,"Ayuso, Artemio",2010-11-14,varon,62,0,asiatico,1,2015-07-28
1545,"Montoya, Ofelia",2024-08-12,varon,25,0,asiatico,0,
1546,"Madrigal, Teófilo",2017-12-03,varon,31,0,afrodescendiente,1,2022-04-05
1547,"Valls, Marisa",2019-04-13,varon,64,0,indio,1,2022-02-08
1548,"Pozo, Rafaela",2019-08-23,varon,48,0,indio,0,
1549,"Bonilla, Lorenzo",2004-09-18,mujer,47,0,griego,0,
1550,"Redondo, Fulgencio",2019-05-16,varon,27,0,blanco,1,2022-03-02
1551,"Pintor, Alma",2006-01-07,varon,49,0,griego,1,2009-05-14
1552,"Álamo, Federico",2019-08-13,mujer,24,0,afrodescendiente,1,2020-10-30
1553,"Palau, Viviana",2002-12-17,varon,55,0,blanco,0,
1554,"Benavides, Leocadia",1991-11-05,mujer,29,0,griego,1,1997-04-13
1555,"Agullo, Cleto",2009-10-13,varon,25,0,asiatico,0,
1556,"Calvo, Eustaquio",1986-01-05,varon,35,0,latino,1,1990-12-14
1557,"Lucas, Valeria",1984-05-19,varon,47,0,asiatico,1,1989-06-08
1558,"Murillo, Juliana",2016-02-01,mujer,19,0,asiatico,1,2019-11-16
1559,"Llopis, Francisco Jose",2002-05-15,varon,30,0,asiatico,0,
1560,"Moles, Edu",1987-07-30,otros,27,0,latino,1,1991-11-05
1561,"Arce, Julia",1984-07-13,varon,23,0,indio,1,1985-05-24
1562,"Falcó, Sancho",2017-12-12,varon,27,0,blanco,0,
1563,"Anguita, Mamen",1991-06-11,mujer,56,0,blanco,1,1993-03-15
1564,"Barrio, Pancho",2018-01-11,otros,53,0,griego,1,2019-01-02
1565,"Bartolomé, Germán",1995-06-11,otros,66,0,asiatico,1,1997-05-10
1566,"Zabala, Reinaldo",2023-07-13,mujer,35,0,indio,1,2024-04-23
1567,"Ribera, Vidal",1998-04-07,mujer,24,0,blanco,1,2000-07-23
1568,"Alcalde, Rómulo",1988-06-11,mujer,44,0,asiatico,0,
1569,"Cisneros, Benigno",2013-07-09,varon,61,0,afrodescendiente,0,
1570,"Carretero, Paulina",2021-10-29,mujer,44,1,latino,1,2022-08-08
1571,"Bueno, Melchor",1989-06-04,mujer,22,0,latino,1,1990-12-13
1572,"Carreño, Bernardita",2003-06-28,mujer,61,0,griego,1,2004-01-28
1573,"Maestre, Sonia",2023-09-04,mujer,30,0,asiatico,0,
1574,"Cobo, Valeria",2003-02-10,otros,33,0,afrodescendiente,1,2003-10-16
1575,"Manjón, Mamen",1984-04-17,otros,22,0,afrodescendiente,1,1987-01-28
1576,"Morán, Mauricio",2003-11-25,mujer,27,0,griego,0,
1577,"Feliu, María Del Carmen",2016-06-20,mujer,34,0,blanco,1,2017-02-16
1578,"Figuerola, Irene",1999-07-09,varon,42,0,indio,1,2002-03-16
1579,"Gallardo, Natalio",2002-05-14,mujer,46,0,asiatico,1,2003-01-20
1580,"Novoa, José Mari",1993-02-05,mujer,62,0,asiatico,1,1996-09-03
1581,"Alfaro, Marcia",2023-10-28,otros,26,0,griego,0,
1582,"Mayol, Arcelia",1997-09-09,mujer,59,0,asiatico,1,1999-03-27
1583,"Mayo, Armando",2003-11-03,mujer,54,0,asiatico,1,2008-11-02
1584,"Hoyos, Pedro",2006-12-10,mujer,46,0,asiatico,1,2008-08-30
1585,"Arcos, Ariadna",1985-11-19,varon,44,0,blanco,0,
1586,"Palomar, Nydia",1998-09-28,mujer,62,0,asiatico,0,
1587,"Vilaplana, Macarena",2024-03-24,mujer,63,0,asiatico,1,2027-03-27
1588,"Vargas, Juan Luis",2000-11-11,mujer,62,0,asiatico,0,
1589,"Rivero, Rosalinda",2014-01-12,mujer,63,0,afrodescendiente,1,2016-06-08
1590,"Ferrán, Belen",2023-04-21,otros,59,0,afrodescendiente,1,2025-03-16
1591,"Alcalde, Rosario",2004-04-15,varon,34,0,blanco,1,2006-03-27
1592,"Pagès, Eugenio",2010-04-02,varon,62,0,indio,1,2014-11-20
1593,"Expósito, Jerónimo",2010-06-03,mujer,54,0,afrodescendiente,0,
1594,"Tamayo, Ruperta",2000-08-03,otros,22,0,indio,0,
1595,"Casanova, Graciela",2007-01-22,varon,52,0,blanco,1,2011-05-09
1596,"Landa, Jenny",2006-07-21,mujer,67,0,blanco,0,
1597,"Carnero, Samu",1991-10-07,varon,56,0,blanco,0,
1598,"Prada, Montserrat",2018-10-22,varon,23,0,indio,0,
1599,"Espejo, María Belén",2017-11-18,mujer,47,0,latino,1,2021-01-10
1600,"Pons, Aníbal",1995-03-24,otros,55,0,afrodescendiente,1,1995-12-20
1601,"Requena, Clarisa",2011-04-17,otros,22,0,griego,0,
1602,"Salinas, Araceli",2009-06-05,varon,23,0,afrodescendiente,1,2013-11-09
1603,"Cid, Aitana",2016-05-10,mujer,27,0,blanco,0,
1604,"Novoa, Reinaldo",1998-03-15,mujer,67,0,asiatico,1,2003-07-25
1605,"Bertrán, Leandro",2006-04-15,otros,55,0,griego,0,
1606,"Losada, María Manuela",1993-02-06,varon,66,0,blanco,1,1994-11-27
1607,"Merino, Piedad",1998-09-15,mujer,49,0,latino,1,2002-09-14
1608,"Anglada, Ernesto",1984-06-07,varon,41,0,blanco,1,1985-04-05
1609,"Buendía, Pepito",2022-03-26,otros,66,0,griego,0,
1610,"Prada, Marisol",1995-02-13,mujer,60,0,blanco,1,1996-07-11
1611,"Artigas, Ariadna",2007-09-22,varon,39,0,blanco,1,2011-02-24
1612,"Pedrero, Vicenta",2001-04-26,varon,64,0,griego,0,
1613,"Marquez, Sigfrido",1988-02-18,otros,22,0,latino,0,
