id_empleado,nombre_completo,fecha_inicio,genero,edad,discapacidad,etnia,attrition,fecha_renuncia,id_puesto,salario,mes,rol,departamento,seniority,tono_piel
1057,"Domínguez, Ana Belén",1996-07-05,mujer,33,0,asiatico,0,,55,7600.0,2025-03-01,Soporte,IT,SR,7
1058,"Tur, Clemente",2015-01-23,mujer,48,0,griego,1,2020-05-04,36,14250.0,2025-03-01,Content,Marketing,LEAD,4
1059,"Iriarte, Manuelita",2007-06-25,otros,52,0,afrodescendiente,0,,43,8000.0,2025-03-01,Dev,IT,SR,1
1060,"Torralba, Nerea",1984-04-05,varon,60,0,indio,1,1988-10-17,24,15000.0,2025-03-01,Marketing,Marketing,LEAD,5
1061,"Cuesta, Jorge",2004-09-27,varon,45,0,afrodescendiente,1,2005-12-03,8,15000.0,2025-03-01,Representante,Ventas,LEAD,2
1062,"Paniagua, Marita",1998-08-02,varon,28,0,blanco,1,2001-04-28,56,15000.0,2025-03-01,Soporte,IT,LEAD,2
1063,"Mateo, Morena",1990-12-24,otros,51,0,griego,1,1994-01-17,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,2
1064,"Jódar, Adelina",2008-09-14,mujer,68,0,blanco,1,2011-02-09,60,14250.0,2025-03-01,Arquitecto,IT,LEAD,3
1065,"Mariño, Marciano",1986-03-07,varon,53,0,afrodescendiente,0,,4,15000.0,2025-03-01,Ejecutivo,Ventas,LEAD,9
1066,"Fiol, José",2019-11-20,varon,32,0,indio,0,,98,3600.0,2025-03-01,Finanzas Manager,Finanzas,MID,6
1067,"Colomer, Nicolás",1992-12-21,varon,62,0,indio,1,1995-09-24,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,8
1068,"Bolaños, Ignacia",1998-04-21,otros,38,0,latino,1,2003-09-22,7,8000.0,2025-03-01,Representante,Ventas,SR,3
1069,"Prats, Andrea",2000-10-30,mujer,18,0,indio,0,,100,17100.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,7
1070,"Solera, Rosalía",2001-03-17,mujer,65,0,indio,1,2002-04-08,100,17100.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,5
1071,"Ruiz, Nacio",2010-01-06,varon,42,0,asiatico,1,2013-04-03,44,15000.0,2025-03-01,Dev,IT,LEAD,8
1072,"Hervia, Teodora",1999-05-03,otros,44,0,griego,0,,7,8000.0,2025-03-01,Representante,Ventas,SR,3
1073,"Blanch, Carlota",1986-08-31,mujer,56,0,afrodescendiente,1,1989-09-20,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,8
1074,"Molins, Clímaco",2016-11-08,varon,68,0,griego,1,2017-12-08,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,4
1075,"Villanueva, Américo",2024-06-17,varon,68,0,griego,1,2027-09-10,8,15000.0,2025-03-01,Representante,Ventas,LEAD,2
1076,"Gutiérrez, Toribio",2021-10-19,varon,51,0,indio,0,,24,15000.0,2025-03-01,Marketing,Marketing,LEAD,5
1077,"Carrión, Clemente",2011-02-25,varon,25,0,latino,0,,95,9600.0,2025-03-01,Tesorería,Finanzas,SR,3
1078,"Casanova, África",2022-10-23,varon,37,0,indio,0,,93,1200.0,2025-03-01,Tesorería,Finanzas,JR,5
1079,"Fabregat, Clementina",2003-01-28,mujer,25,0,indio,1,2005-03-19,76,14250.0,2025-03-01,Training,RRHH,LEAD,5
1080,"Piña, Benigna",1982-12-09,varon,59,0,latino,0,,44,15000.0,2025-03-01,Dev,IT,LEAD,5
1081,"Blanco, Remigio",1999-11-30,mujer,49,0,latino,1,2002-11-06,63,7600.0,2025-03-01,HR Analyst,RRHH,SR,3
1082,"Riquelme, Haroldo",1994-06-11,otros,24,0,indio,0,,14,3000.0,2025-03-01,Analista,Ventas,MID,7
1083,"Mateu, María",2010-02-06,mujer,35,0,griego,1,2012-02-19,56,14250.0,2025-03-01,Soporte,IT,LEAD,3
1084,"Lillo, Delfina",2001-03-15,varon,47,0,asiatico,0,,91,9600.0,2025-03-01,Controller,Finanzas,SR,10
1085,"Capdevila, Felisa",2005-07-16,varon,19,0,blanco,0,,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,2
1086,"Belda, Xavier",1984-02-15,otros,23,0,blanco,0,,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,1
1087,"Pelayo, Silvestre",1983-12-06,mujer,20,0,afrodescendiente,1,1985-04-18,32,14250.0,2025-03-01,Manager MKT,Marketing,LEAD,10
1088,"Blázquez, Hilario",1988-01-30,otros,32,0,indio,1,1993-03-12,15,8000.0,2025-03-01,Analista,Ventas,SR,5
1089,"Jáuregui, Trini",2013-09-17,varon,34,0,griego,1,2018-02-04,87,9600.0,2025-03-01,Contador,Finanzas,SR,3
1090,"Heredia, Nayara",1985-05-25,varon,43,0,indio,1,1988-12-26,76,15000.0,2025-03-01,Training,RRHH,LEAD,8
1091,"Quintanilla, Georgina",2021-06-15,mujer,38,0,indio,1,2026-04-05,65,950.0,2025-03-01,Recruiter,RRHH,JR,8
1092,"Vilar, Sandra",2002-09-13,mujer,21,0,blanco,0,,8,14250.0,2025-03-01,Representante,Ventas,LEAD,3
1093,"Agustí, Imelda",1995-02-21,otros,31,0,afrodescendiente,1,1999-11-13,15,8000.0,2025-03-01,Analista,Ventas,SR,8
1094,"Flor, Elisabet",1987-10-19,otros,55,0,griego,0,,44,15000.0,2025-03-01,Dev,IT,LEAD,3
1095,"Mayo, Gilberto",2008-01-12,mujer,45,0,griego,1,2011-04-01,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,4
1096,"Aller, Xiomara",2001-11-13,mujer,18,0,asiatico,1,2002-09-20,16,14250.0,2025-03-01,Analista,Ventas,LEAD,6
1097,"Carreras, Inmaculada",2005-09-10,mujer,58,0,asiatico,0,,52,14250.0,2025-03-01,Sysadmin,IT,LEAD,1
1098,"Carreras, Lucas",2004-01-08,varon,50,0,blanco,1,2004-08-24,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,3
1099,"Parra, Lorenzo",2014-06-25,varon,46,0,blanco,0,,98,3600.0,2025-03-01,Finanzas Manager,Finanzas,MID,3
1100,"Quintana, Maristela",2014-01-07,mujer,40,0,blanco,0,,100,17100.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,3
1101,"Bonilla, Cloe",2009-09-29,mujer,69,0,afrodescendiente,1,2013-02-14,100,17100.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,1
1102,"Iniesta, Claudio",2017-03-27,mujer,57,0,blanco,1,2022-01-12,54,2850.0,2025-03-01,Soporte,IT,MID,1
1103,"Pozuelo, Alondra",2006-05-13,varon,66,0,griego,1,2010-11-21,40,15000.0,2025-03-01,SEO,Marketing,LEAD,2
1104,"Saavedra, Jaime",2001-02-25,mujer,23,0,latino,0,,76,14250.0,2025-03-01,Training,RRHH,LEAD,1
1105,"Acevedo, Jonatan",2018-07-01,mujer,47,0,griego,0,,47,7600.0,2025-03-01,Data,IT,SR,4
1106,"Ochoa, Basilio",2010-03-19,mujer,52,0,latino,0,,96,17100.0,2025-03-01,Tesorería,Finanzas,LEAD,7
1107,"Meléndez, Aureliano",1983-03-05,varon,35,0,blanco,0,,44,15000.0,2025-03-01,Dev,IT,LEAD,2
1108,"Sanabria, Borja",1991-09-02,otros,54,0,asiatico,1,1992-11-17,19,8000.0,2025-03-01,BizDev,Ventas,SR,5
1109,"Cisneros, Josefina",2010-10-29,otros,43,0,afrodescendiente,1,2013-12-03,16,15000.0,2025-03-01,Analista,Ventas,LEAD,8
1110,"Sureda, Simón",2005-05-17,varon,51,0,asiatico,0,,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,8
1111,"Gimenez, Yaiza",1981-09-24,mujer,45,0,afrodescendiente,0,,60,14250.0,2025-03-01,Arquitecto,IT,LEAD,3
1112,"Nevado, Jorge",1994-11-11,otros,53,0,blanco,0,,44,15000.0,2025-03-01,Dev,IT,LEAD,3
1113,"Lara, Pía",2004-03-27,mujer,56,0,afrodescendiente,1,2006-08-10,40,14250.0,2025-03-01,SEO,Marketing,LEAD,3
1114,"Cabañas, Héctor",2011-02-12,mujer,65,0,griego,1,2016-06-22,44,14250.0,2025-03-01,Dev,IT,LEAD,3
1115,"Vendrell, Goyo",1986-06-13,mujer,46,0,indio,1,1988-06-25,44,14250.0,2025-03-01,Dev,IT,LEAD,6
1116,"Manzanares, Ainara",2008-10-07,mujer,41,0,blanco,1,2012-12-23,72,14250.0,2025-03-01,HRBP,RRHH,LEAD,3
1117,"Roldán, Valeria",1986-02-16,varon,59,0,latino,0,,36,15000.0,2025-03-01,Content,Marketing,LEAD,7
1118,"Romero, Milagros",2000-11-19,otros,51,0,griego,1,2004-03-15,11,8000.0,2025-03-01,Gerente,Ventas,SR,4
1119,"Páez, Saturnino",2002-08-23,varon,30,0,blanco,0,,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,2
1120,"Carballo, Cecilio",2006-11-21,mujer,45,0,blanco,1,2007-06-09,8,14250.0,2025-03-01,Representante,Ventas,LEAD,3
1121,"Zabala, Andrés",2011-02-01,mujer,20,0,blanco,1,2011-11-21,76,14250.0,2025-03-01,Training,RRHH,LEAD,3
1122,"Zorrilla, Azahara",2011-11-12,varon,28,0,blanco,0,,11,8000.0,2025-03-01,Gerente,Ventas,SR,1
1123,"Carretero, Amparo",2010-08-07,varon,29,0,griego,1,2015-03-01,12,15000.0,2025-03-01,Gerente,Ventas,LEAD,2
1124,"Menendez, Constanza",2014-07-16,mujer,34,0,asiatico,1,2018-09-07,68,14250.0,2025-03-01,Recruiter,RRHH,LEAD,4
1125,"Gutierrez, Olga",1984-06-06,mujer,30,0,afrodescendiente,0,,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,7
1126,"Rincón, Jenny",2009-11-20,varon,43,0,griego,1,2011-09-24,68,15000.0,2025-03-01,Recruiter,RRHH,LEAD,4
1127,"Frías, Dionisia",2015-07-07,mujer,60,0,asiatico,0,,48,14250.0,2025-03-01,Data,IT,LEAD,4
1128,"Contreras, Benigna",2017-03-20,mujer,49,0,afrodescendiente,0,,86,3420.0,2025-03-01,Contador,Finanzas,MID,6
1129,"Conesa, Emilio",2000-07-15,varon,19,0,asiatico,0,,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,9
1130,"Molins, Rogelio",1988-09-25,mujer,25,0,afrodescendiente,1,1994-01-27,56,14250.0,2025-03-01,Soporte,IT,LEAD,1
1131,"Arcos, Ariel",1986-03-16,varon,48,0,griego,0,,36,15000.0,2025-03-01,Content,Marketing,LEAD,2
1132,"Marco, Florinda",2003-06-18,mujer,44,0,latino,1,2007-04-17,15,7600.0,2025-03-01,Analista,Ventas,SR,5
1133,"Mateu, Lidia",1991-01-25,mujer,20,0,afrodescendiente,0,,68,14250.0,2025-03-01,Recruiter,RRHH,LEAD,11
1134,"Cañas, Cayetano",2024-01-20,mujer,36,0,latino,1,2025-10-31,34,2850.0,2025-03-01,Content,Marketing,MID,7
1135,"Manzano, Delia",2002-01-03,varon,48,0,indio,1,2007-05-21,44,15000.0,2025-03-01,Dev,IT,LEAD,5
1136,"Ayuso, Silvia",2000-12-28,varon,18,0,griego,1,2005-05-16,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,3
1137,"Coll, Maximino",2019-01-15,otros,21,0,afrodescendiente,0,,12,15000.0,2025-03-01,Gerente,Ventas,LEAD,4
1138,"Pizarro, Fidela",1993-03-03,otros,43,0,latino,1,1994-05-14,19,8000.0,2025-03-01,BizDev,Ventas,SR,6
1139,"Alegre, Chus",2003-04-04,mujer,39,0,griego,1,2007-10-27,71,7600.0,2025-03-01,HRBP,RRHH,SR,3
1140,"Albero, Yolanda",1983-09-07,mujer,66,0,indio,1,1986-07-08,99,9120.0,2025-03-01,Finanzas Manager,Finanzas,SR,6
1141,"Santos, Saturnino",2005-02-15,varon,67,0,asiatico,0,,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,5
1142,"Barrio, Lupe",2008-09-03,mujer,54,0,griego,0,,48,14250.0,2025-03-01,Data,IT,LEAD,4
1143,"Salmerón, Américo",2007-05-17,mujer,63,0,griego,0,,96,17100.0,2025-03-01,Tesorería,Finanzas,LEAD,3
1144,"Montaña, Trinidad",1986-09-19,mujer,69,0,asiatico,0,,64,14250.0,2025-03-01,HR Analyst,RRHH,LEAD,1
1145,"Sabater, Noé",1994-03-22,mujer,31,0,griego,1,1995-02-08,76,14250.0,2025-03-01,Training,RRHH,LEAD,3
1146,"Moll, Vera",2005-10-15,mujer,31,0,afrodescendiente,1,2011-01-18,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,6
1147,"Aguilera, Mirta",1995-08-08,varon,21,0,asiatico,0,,3,8000.0,2025-03-01,Ejecutivo,Ventas,SR,4
1148,"Márquez, Margarita",2021-02-05,varon,57,0,latino,1,2024-09-14,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,8
1149,"Lumbreras, Modesto",1992-01-02,varon,36,0,afrodescendiente,0,,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,4
1150,"Abascal, Lope",2008-06-05,otros,18,0,asiatico,1,2013-01-13,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,8
1151,"Naranjo, Natalia",2009-08-04,otros,23,0,asiatico,1,2013-04-02,56,15000.0,2025-03-01,Soporte,IT,LEAD,8
1152,"Avilés, Vasco",1991-12-30,mujer,29,0,indio,0,,91,9120.0,2025-03-01,Controller,Finanzas,SR,5
1153,"Figueroa, Sebastián",2002-01-14,otros,51,0,blanco,1,2004-03-03,16,15000.0,2025-03-01,Analista,Ventas,LEAD,1
1154,"Guijarro, Delia",2010-12-24,mujer,36,0,asiatico,1,2013-03-25,82,3420.0,2025-03-01,Analista,Finanzas,MID,4
1155,"Nogués, Luis Miguel",2002-05-27,mujer,37,0,latino,1,2004-02-03,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,2
1156,"Alcalde, Cristina",1984-08-05,mujer,39,0,afrodescendiente,1,1989-12-27,60,14250.0,2025-03-01,Arquitecto,IT,LEAD,11
1157,"Tello, Dani",1992-11-04,mujer,54,0,griego,1,1995-08-18,64,14250.0,2025-03-01,HR Analyst,RRHH,LEAD,4
1158,"Arenas, Sabina",1986-04-07,mujer,48,0,latino,1,1991-03-25,83,9120.0,2025-03-01,Analista,Finanzas,SR,3
1159,"Valencia, Alicia",1993-02-26,varon,44,0,blanco,1,1997-08-24,68,15000.0,2025-03-01,Recruiter,RRHH,LEAD,3
1160,"Correa, Rosalinda",1992-11-08,varon,60,0,asiatico,1,1997-07-12,84,18000.0,2025-03-01,Analista,Finanzas,LEAD,4
1161,"Vara, Félix",1999-11-27,mujer,35,0,griego,0,,40,14250.0,2025-03-01,SEO,Marketing,LEAD,3
1162,"Valentín, Che",2005-12-15,mujer,36,0,griego,1,2007-01-10,32,14250.0,2025-03-01,Manager MKT,Marketing,LEAD,4
1163,"Viña, Rogelio",2011-10-23,varon,51,0,latino,1,2015-01-02,73,1000.0,2025-03-01,Training,RRHH,JR,11
1164,"Mayoral, Gerardo",2000-07-01,mujer,55,0,indio,1,2003-02-22,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,5
1165,"Ballesteros, Aitana",1982-05-30,varon,21,0,indio,1,1984-01-22,96,18000.0,2025-03-01,Tesorería,Finanzas,LEAD,8
1166,"Iriarte, Renato",2015-04-21,varon,40,0,latino,1,2017-07-15,96,18000.0,2025-03-01,Tesorería,Finanzas,LEAD,11
1167,"Pombo, Olimpia",1984-08-26,varon,45,0,blanco,0,,32,15000.0,2025-03-01,Manager MKT,Marketing,LEAD,2
1168,"Montenegro, Emiliana",1999-08-06,mujer,60,0,griego,1,2002-03-27,64,14250.0,2025-03-01,HR Analyst,RRHH,LEAD,3
1169,"Antúnez, Luis Ángel",2001-05-20,mujer,55,0,latino,1,2004-12-11,70,2850.0,2025-03-01,HRBP,RRHH,MID,8
1170,"Borrego, Vinicio",2011-01-06,mujer,35,0,indio,1,2016-01-26,60,14250.0,2025-03-01,Arquitecto,IT,LEAD,6
1171,"Durán, Mayte",2016-10-10,mujer,23,0,indio,1,2017-12-21,44,14250.0,2025-03-01,Dev,IT,LEAD,6
1172,"Manjón, Macario",2005-08-26,mujer,64,0,latino,0,,8,14250.0,2025-03-01,Representante,Ventas,LEAD,8
1173,"Parejo, Gabriel",2013-04-02,otros,21,0,asiatico,1,2018-07-02,6,3000.0,2025-03-01,Representante,Ventas,MID,7
1174,"Leal, Griselda",1984-12-20,mujer,36,0,latino,0,,72,14250.0,2025-03-01,HRBP,RRHH,LEAD,10
1175,"Fajardo, Alfredo",1981-07-08,varon,65,0,indio,1,1983-03-03,96,18000.0,2025-03-01,Tesorería,Finanzas,LEAD,6
1176,"Gimeno, Julián",1995-01-31,mujer,36,0,griego,0,,52,14250.0,2025-03-01,Sysadmin,IT,LEAD,4
1177,"Madrigal, Prudencia",2002-08-08,mujer,21,0,afrodescendiente,1,2007-03-04,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,10
1178,"Quesada, Berto",1993-04-15,mujer,19,0,indio,1,1996-05-21,36,14250.0,2025-03-01,Content,Marketing,LEAD,5
1179,"Berenguer, Hortensia",1997-01-24,otros,36,0,latino,0,,20,15000.0,2025-03-01,BizDev,Ventas,LEAD,8
1180,"Segura, Nidia",1996-01-09,mujer,35,0,griego,1,1999-10-05,91,9120.0,2025-03-01,Controller,Finanzas,SR,3
1181,"Losa, Marciano",1985-05-20,varon,37,0,griego,0,,56,15000.0,2025-03-01,Soporte,IT,LEAD,3
1182,"Solís, Juanito",2020-07-19,varon,18,0,indio,1,2025-10-20,16,15000.0,2025-03-01,Analista,Ventas,LEAD,5
1183,"Santamaría, Joaquín",2002-03-22,mujer,28,0,blanco,1,2005-10-27,44,14250.0,2025-03-01,Dev,IT,LEAD,1
1184,"Moles, Yago",1982-02-03,varon,49,0,blanco,1,1985-10-19,24,15000.0,2025-03-01,Marketing,Marketing,LEAD,3
1185,"Vizcaíno, Coral",1986-03-04,varon,65,0,indio,1,1987-08-27,60,15000.0,2025-03-01,Arquitecto,IT,LEAD,8
1186,"Ramón, Brígida",2006-02-06,mujer,48,0,afrodescendiente,1,2010-01-31,52,14250.0,2025-03-01,Sysadmin,IT,LEAD,11
1187,"Benet, Herminio",2006-12-31,mujer,42,0,griego,0,,16,14250.0,2025-03-01,Analista,Ventas,LEAD,2
1188,"Gual, Roberto",2005-04-19,varon,43,0,asiatico,1,2006-08-18,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,8
1189,"Rivero, Bautista",2014-07-09,varon,21,0,asiatico,0,,80,15000.0,2025-03-01,HR Manager,RRHH,LEAD,5
1190,"Medina, León",1986-08-14,varon,26,0,asiatico,1,1991-10-25,32,15000.0,2025-03-01,Manager MKT,Marketing,LEAD,8
1191,"Jordán, Danilo",1988-09-10,otros,37,0,griego,1,1992-07-19,43,8000.0,2025-03-01,Dev,IT,SR,4
1192,"Manrique, Rodolfo",2008-01-07,varon,65,0,blanco,1,2011-03-19,96,18000.0,2025-03-01,Tesorería,Finanzas,LEAD,2
1193,"Ocaña, Pilar",2016-11-01,mujer,49,0,indio,1,2019-04-16,55,7600.0,2025-03-01,Soporte,IT,SR,5
1194,"Bueno, Amílcar",2014-06-30,mujer,38,0,indio,1,2019-12-18,64,14250.0,2025-03-01,HR Analyst,RRHH,LEAD,8
1195,"Ordóñez, Selena",1989-07-19,mujer,37,0,indio,1,1992-03-26,32,14250.0,2025-03-01,Manager MKT,Marketing,LEAD,7
1196,"Arteaga, Alicia",2008-05-18,mujer,44,0,asiatico,0,,79,7600.0,2025-03-01,HR Manager,RRHH,SR,10
1197,"Carrera, Soraya",2009-06-02,mujer,28,0,griego,0,,36,14250.0,2025-03-01,Content,Marketing,LEAD,2
1198,"Cervantes, Isa",1990-02-13,mujer,36,0,griego,1,1993-12-03,52,14250.0,2025-03-01,Sysadmin,IT,LEAD,3
1199,"Tirado, Alondra",1982-12-10,varon,44,0,blanco,0,,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,3
1200,"Alvarado, Héctor",2003-07-08,varon,44,0,afrodescendiente,1,2008-01-15,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,8
1201,"Salazar, Dimas",2002-08-02,mujer,23,0,blanco,0,,23,7600.0,2025-03-01,Marketing,Marketing,SR,1
1202,"Bartolomé, Rolando",1993-05-13,mujer,63,0,blanco,0,,63,7600.0,2025-03-01,HR Analyst,RRHH,SR,2
1203,"Montero, Diana",2015-04-13,varon,49,0,asiatico,1,2019-09-26,66,3000.0,2025-03-01,Recruiter,RRHH,MID,11
1204,"Pedro, Melchor",2014-12-31,varon,43,0,blanco,1,2020-05-11,48,15000.0,2025-03-01,Data,IT,LEAD,3
1205,"Luján, Águeda",1987-04-18,varon,35,0,blanco,0,,100,18000.0,2025-03-01,Finanzas Manager,Finanzas,LEAD,1
1206,"Montaña, Tania",2021-11-01,mujer,68,0,griego,1,2024-10-03,49,950.0,2025-03-01,Sysadmin,IT,JR,3
1207,"Aguilera, Hernando",2002-04-02,otros,40,0,blanco,0,,16,15000.0,2025-03-01,Analista,Ventas,LEAD,1
1208,"Vargas, Rodolfo",2009-11-11,mujer,55,0,griego,1,2015-01-31,32,14250.0,2025-03-01,Manager MKT,Marketing,LEAD,2
1209,"Gómez, Noemí",1989-10-25,mujer,52,0,latino,1,1993-02-03,68,14250.0,2025-03-01,Recruiter,RRHH,LEAD,10
1210,"Salinas, Pastor",2003-06-26,mujer,50,0,griego,1,2007-03-24,28,14250.0,2025-03-01,Analista MKT,Marketing,LEAD,3
1211,"Vega, Santos",2020-11-07,varon,51,0,asiatico,1,2022-08-31,72,15000.0,2025-03-01,HRBP,RRHH,LEAD,4
1212,"Pujol, María Ángeles",2020-10-02,mujer,48,0,indio,0,,55,7600.0,2025-03-01,Soporte,IT,SR,6
1213,"Carreras, Isabela",1993-06-12,mujer,47,0,blanco,0,,36,14250.0,2025-03-01,Content,Marketing,LEAD,3
1214,"Mulet, Basilio",2008-08-27,otros,62,0,indio,0,,7,8000.0,2025-03-01,Representante,Ventas,SR,5
1215,"Miguel, Selena",2006-05-20,varon,35,0,griego,0,,94,3600.0,2025-03-01,Tesorería,Finanzas,MID,2
1216,"Acevedo, Flor",1982-10-18,varon,35,0,asiatico,1,1986-06-01,36,15000.0,2025-03-01,Content,Marketing,LEAD,6
1217,"Puerta, Jose Manuel",1994-05-12,varon,57,0,indio,1,1996-07-05,64,15000.0,2025-03-01,HR Analyst,RRHH,LEAD,7
1218,"Ledesma, Narciso",1998-05-14,varon,48,0,afrodescendiente,0,,3,8000.0,2025-03-01,Ejecutivo,Ventas,SR,3
1219,"Ferrándiz, Juan Luis",1994-10-06,otros,51,0,afrodescendiente,0,,59,8000.0,2025-03-01,Arquitecto,IT,SR,8
1220,"Sanabria, Angelina",1996-06-07,mujer,43,0,latino,0,,12,14250.0,2025-03-01,Gerente,Ventas,LEAD,5
1221,"Zamora, Ana Belén",2017-07-29,mujer,53,0,blanco,0,,70,2850.0,2025-03-01,HRBP,RRHH,MID,3
1222,"Corral, Jose Miguel",1982-06-11,mujer,33,0,blanco,1,1983-11-08,88,17100.0,2025-03-01,Contador,Finanzas,LEAD,1
1223,"Gaya, Paz",2012-12-09,varon,54,0,griego,1,2018-04-26,10,3000.0,2025-03-01,Gerente,Ventas,MID,2
1224,"Lerma, Odalys",2002-11-26,mujer,26,0,latino,0,,87,9120.0,2025-03-01,Contador,Finanzas,SR,9
1225,"Pinilla, Ramona",2013-12-16,mujer,40,0,indio,1,2018-12-08,24,14250.0,2025-03-01,Marketing,Marketing,LEAD,6
1226,"Valls, Horacio",2019-08-12,mujer,53,0,griego,0,,99,9120.0,2025-03-01,Finanzas Manager,Finanzas,SR,2
1227,"Blázquez, Manuelita",2001-01-13,mujer,46,0,indio,0,,87,9120.0,2025-03-01,Contador,Finanzas,SR,5
1228,"Palomares, Raimundo",1999-12-12,mujer,69,0,afrodescendiente,0,,68,14250.0,2025-03-01,Recruiter,RRHH,LEAD,10
1229,"Llabrés, Mariano",1996-08-09,otros,50,0,afrodescendiente,1,1998-04-22,52,15000.0,2025-03-01,Sysadmin,IT,LEAD,9
1230,"Villegas, Francisco Jose",1998-02-13,mujer,38,0,blanco,1,2000-06-13,36,14250.0,2025-03-01,Content,Marketing,LEAD,3
1231,"Castrillo, Salomón",1999-07-02,mujer,28,0,blanco,1,2001-01-03,88,17100.0,2025-03-01,Contador,Finanzas,LEAD,3
1232,"Pina, Emiliano",1985-12-18,mujer,62,0,blanco,1,1986-08-26,80,14250.0,2025-03-01,HR Manager,RRHH,LEAD,1
1233,"Villena, Jordán",2000-01-20,varon,18,0,blanco,0,,80,15000.0,2025-03-01,HR Manager,RRHH,LEAD,2
1234,"Pineda, Amparo",2009-09-22,otros,50,0,blanco,0,,20,15000.0,2025-03-01,BizDev,Ventas,LEAD,3
1235,"Lucena, Celia",2016-12-29,mujer,21,0,griego,1,2020-11-27,36,14250.0,2025-03-01,Content,Marketing,LEAD,3
1236,"Gascón, Borja",1995-03-28,mujer,64,0,afrodescendiente,1,1996-01-22,4,14250.0,2025-03-01,Ejecutivo,Ventas,LEAD,2
1237,"Ruiz, Jacobo",2001-03-28,varon,61,0,indio,0,,92,18000.0,2025-03-01,Controller,Finanzas,LEAD,7
1238,"Guardia, Leocadio",2011-10-09,varon,60,0,griego,0,,54,3000.0,2025-03-01,Soporte,IT,MID,3
1239,"Alegre, José Luis",1990-02-20,varon,53,0,latino,0,,64,15000.0,2025-03-01,HR Analyst,RRHH,LEAD,11
1240,"Aguado, Jimena",2005-08-25,mujer,28,0,asiatico,1,2007-09-15,68,14250.0,2025-03-01,Recruiter,RRHH,LEAD,2
1241,"Lluch, Anabel",2024-09-19,mujer,27,0,asiatico,1,2029-01-13,77,950.0,2025-03-01,HR Manager,RRHH,JR,11
1242,"Morán, Paulino",2017-10-29,mujer,19,0,blanco,0,,19,7600.0,2025-03-01,BizDev,Ventas,SR,1
1243,"Guitart, Lope",1991-04-03,varon,28,0,asiatico,1,1994-03-18,12,15000.0,2025-03-01,Gerente,Ventas,LEAD,11
1244,"Ferrero, Maxi",2012-03-26,varon,61,0,blanco,1,2013-02-27,68,15000.0,2025-03-01,Recruiter,RRHH,LEAD,3
1245,"Escobar, Alfonso",1996-05-15,varon,28,0,asiatico,1,2001-09-07,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,11
1246,"Luque, Marita",2019-04-04,mujer,43,0,latino,0,,78,2850.0,2025-03-01,HR Manager,RRHH,MID,3
1247,"Ibarra, Moreno",2006-03-17,varon,33,0,indio,1,2007-11-06,20,15000.0,2025-03-01,BizDev,Ventas,LEAD,6
1248,"Villalonga, Chita",2011-04-07,otros,55,0,afrodescendiente,1,2016-01-10,11,8000.0,2025-03-01,Gerente,Ventas,SR,8
1249,"Cerro, Enrique",1993-08-22,varon,47,0,latino,1,1997-04-05,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,9
1250,"Cortés, Maximiano",2004-05-20,varon,55,0,indio,1,2005-01-26,88,18000.0,2025-03-01,Contador,Finanzas,LEAD,7
1251,"Arroyo, Jonatan",2019-01-13,varon,18,0,asiatico,1,2021-09-24,66,3000.0,2025-03-01,Recruiter,RRHH,MID,4
1252,"Ariza, Lupe",2013-01-23,varon,49,0,asiatico,1,2016-05-23,4,15000.0,2025-03-01,Ejecutivo,Ventas,LEAD,6
1253,"Balaguer, Abril",2015-02-02,mujer,41,0,blanco,0,,70,2850.0,2025-03-01,HRBP,RRHH,MID,1
1254,"Santamaria, Herberto",1989-09-16,otros,36,0,afrodescendiente,1,1994-04-11,20,15000.0,2025-03-01,BizDev,Ventas,LEAD,8
