id_empleado,nombre_completo,fecha_inicio,fecha_renuncia,genero,edad,id_puesto_laboral,discapacidad,etnia
1239,"Jackson, Aisha",2012-09-02,2016-07-13,otros,28,3,0,afrodescendiente
1240,"Brown, Emily",2006-04-09,,varon,21,7,0,blanco
1241,"Washington, Aisha",2015-07-01,,otros,62,20,0,afrodescendiente
1242,"Papadopoulos, Sofia",2007-02-04,2009-01-20,otros,61,12,0,griego
1243,"Li, Hiro",1990-02-11,,otros,55,5,0,asiatico
1244,"Papadopoulos, Sofia",2021-12-05,,varon,33,14,0,griego
1245,"Brown, Emily",2006-09-19,2013-03-24,otros,23,14,0,blanco
1246,"Tanaka, Mei",2006-03-12,,otros,55,6,0,asiatico
1247,"Sharma, Arjun",1987-02-12,2007-04-04,mujer,50,11,0,indio
1248,"Becerra, Ainara",1993-07-25,2013-08-08,varon,58,20,0,latino
1249,"Sharma, Rudra",2005-08-19,,mujer,43,20,0,indio
1250,"Galván, Marcelino",2016-12-08,,varon,60,2,0,latino
1251,"Brown, Emily",2024-09-28,,varon,34,19,0,blanco
1252,"Rubio, Josué",2000-11-25,2013-06-08,mujer,33,1,0,latino
1253,"Jackson, Aisha",2008-07-16,2016-12-11,varon,51,15,0,afrodescendiente
1254,"Smith, Emily",2012-05-09,2023-02-24,varon,48,6,0,blanco
1255,"Jackson, Jamal",2016-10-08,,varon,30,20,0,afrodescendiente
1256,"Brown, Michael",1994-05-07,1999-09-28,otros,45,17,0,blanco
1257,"Parra, Priscila",1982-12-12,,mujer,51,18,0,latino
1258,"Conesa, Rubén",2015-01-29,2019-08-09,otros,34,9,1,latino
1259,"Brown, Michael",2018-04-04,,mujer,42,15,0,blanco
1260,"Washington, Jamal",1982-10-26,,mujer,45,14,0,afrodescendiente
1261,"Jackson, Jamal",2024-11-15,,varon,41,6,0,afrodescendiente
1262,"Brown, Michael",2020-07-03,,mujer,18,17,0,blanco
1263,"Li, Hiro",2010-04-20,2019-09-11,varon,21,13,0,asiatico
1264,"Li, Mei",1985-03-06,2019-08-16,otros,26,6,0,asiatico
1265,"Soriano, Nilda",1998-10-09,2009-12-27,varon,37,9,0,latino
1266,"Tanaka, Hiro",2014-10-14,,otros,59,7,0,asiatico
1267,"Jackson, Jamal",2000-03-04,,varon,31,15,0,afrodescendiente
1268,"Washington, Aisha",2012-11-02,2016-10-19,varon,33,14,0,afrodescendiente
1269,"Papadopoulos, Nikos",2007-12-01,,mujer,41,5,0,griego
1270,"Papadopoulos, Sofia",1989-10-25,2020-12-22,otros,38,17,0,griego
1271,"Papadopoulos, Nikos",2022-12-11,2024-07-23,mujer,64,6,0,griego
1272,"Sharma, Rudra",1992-08-07,,mujer,20,16,0,indio
1273,"Washington, Aisha",2022-10-18,2024-09-03,otros,40,16,0,afrodescendiente
1274,"Sharma, Rudra",2023-07-10,2024-06-26,mujer,20,3,0,indio
1275,"Carreño, Adela",2012-10-07,,mujer,31,12,0,latino
1276,"Tanaka, Mei",2015-02-13,,mujer,21,18,0,asiatico
1277,"Tanaka, Mei",2012-09-20,,varon,49,15,0,asiatico
1278,"Papadopoulos, Sofia",1993-08-30,,varon,32,15,0,griego
1279,"Tanaka, Hiro",1985-03-22,,mujer,44,1,0,asiatico
1280,"Washington, Jamal",2013-04-10,,otros,42,9,0,afrodescendiente
1281,"Brown, John",1997-06-29,2022-08-01,varon,29,14,0,blanco
1282,"Papadopoulos, Nikos",1984-03-16,,varon,59,10,0,griego
1283,"Smith, John",1984-07-15,,varon,56,7,0,blanco
1284,"Tanaka, Mei",2019-10-09,,otros,63,2,0,asiatico
1285,"Li, Hiro",2024-09-28,,varon,56,12,0,asiatico
1286,"Perea, Alejo",1982-11-26,,varon,46,2,0,latino
1287,"Li, Hiro",1995-05-10,,otros,54,9,0,asiatico
1288,"Li, Hiro",1987-10-25,,otros,66,2,0,asiatico
1289,"Li, Hiro",1992-05-18,,otros,28,7,0,asiatico
1290,"Jackson, Jamal",1994-06-29,,varon,38,8,0,afrodescendiente
1291,"Tanaka, Hiro",1988-02-11,,mujer,34,3,0,asiatico
1292,"Patel, Arjun",2022-01-15,,varon,42,17,0,indio
1293,"Sarabia, Patricio",1987-12-16,,otros,22,9,0,latino
1294,"Patel, Arjun",2022-06-29,2024-01-23,varon,42,8,0,indio
1295,"Tanaka, Mei",2015-03-20,,varon,21,13,0,asiatico
1296,"Smith, Michael",1982-09-16,,mujer,62,19,0,blanco
1297,"Suárez, Moreno",2024-09-02,2024-10-26,otros,48,4,0,latino
1298,"Papadopoulos, Nikos",2014-05-18,2020-07-12,varon,23,11,0,griego
1299,"Papadopoulos, Nikos",1984-11-28,,otros,61,3,0,griego
1300,"Patel, Rudra",2008-08-07,,mujer,31,1,1,indio
1301,"Li, Mei",1996-05-25,2017-02-13,varon,56,18,0,asiatico
1302,"Jackson, Aisha",1992-05-03,,mujer,40,8,0,afrodescendiente
1303,"Jackson, Aisha",1990-07-29,1998-12-22,mujer,61,8,0,afrodescendiente
1304,"Brown, Michael",2010-06-20,,varon,54,12,0,blanco
1305,"Washington, Aisha",1998-04-22,,varon,62,1,0,afrodescendiente
1306,"Papadopoulos, Sofia",1992-09-19,,otros,37,18,0,griego
1307,"Jackson, Jamal",2011-04-27,,varon,27,11,0,afrodescendiente
1308,"Patel, Rudra",2016-01-20,,varon,38,13,0,indio
1309,"Washington, Jamal",2010-01-19,,varon,38,20,0,afrodescendiente
1310,"Papadopoulos, Nikos",1983-03-01,,mujer,32,16,0,griego
1311,"Jackson, Aisha",2013-06-16,,otros,25,14,0,afrodescendiente
1312,"Jackson, Jamal",1999-03-03,2000-01-02,otros,35,7,0,afrodescendiente
1313,"Brown, Emily",2007-05-14,,otros,49,7,0,blanco
1314,"Papadopoulos, Nikos",2024-05-02,,mujer,39,7,0,griego
1315,"Salazar, Verónica",2023-04-06,,mujer,37,5,0,latino
1316,"Carreras, Bartolomé",1994-03-17,,mujer,31,4,0,latino
1317,"Papadopoulos, Nikos",1998-09-30,,varon,56,9,0,griego
1318,"Brown, John",2001-08-07,,otros,18,6,0,blanco
1319,"Brown, Emily",1984-12-25,,mujer,28,11,0,blanco
1320,"Tanaka, Hiro",2017-09-24,2018-11-04,otros,18,11,0,asiatico
1321,"Sharma, Arjun",2017-10-06,,varon,34,14,0,indio
1322,"Jackson, Jamal",2003-04-08,,mujer,46,18,0,afrodescendiente
1323,"Papadopoulos, Nikos",2005-07-06,,mujer,34,8,0,griego
1324,"Patel, Rudra",1990-11-23,,otros,55,13,0,indio
1325,"Sharma, Rudra",1983-04-17,1984-08-14,varon,36,19,0,indio
1326,"Patel, Arjun",2021-08-14,2023-05-01,otros,25,3,0,indio
1327,"Tanaka, Mei",2014-05-09,,otros,47,18,0,asiatico
1328,"Sharma, Arjun",1993-11-21,,mujer,41,13,0,indio
1329,"Pujol, Purificación",1993-05-16,,varon,44,6,0,latino
1330,"Patel, Arjun",2000-08-04,,otros,36,7,0,indio
1331,"Papadopoulos, Sofia",2003-03-22,,mujer,25,11,0,griego
1332,"Brown, Michael",2024-07-04,,varon,55,13,0,blanco
1333,"Patel, Arjun",1998-01-01,2002-10-28,mujer,49,14,0,indio
1334,"Jackson, Aisha",2004-03-12,2015-11-17,otros,53,4,0,afrodescendiente
1335,"Papadopoulos, Nikos",2020-10-08,,otros,53,18,0,griego
1336,"Washington, Aisha",1999-01-21,,otros,54,16,0,afrodescendiente
1337,"Papadopoulos, Sofia",2013-11-20,2019-08-17,otros,61,5,0,griego
1338,"Papadopoulos, Sofia",1989-12-01,,otros,19,5,0,griego
1339,"Bastida, Luisina",2013-03-19,,otros,44,5,0,latino
1340,"Li, Mei",2009-09-02,2020-02-27,varon,36,1,0,asiatico
1341,"Li, Hiro",2017-08-08,,varon,68,11,0,asiatico
1342,"Tanaka, Mei",2014-06-20,2018-09-07,mujer,62,20,0,asiatico
1343,"Aranda, Benita",1981-04-18,,mujer,63,2,0,latino
1344,"Tanaka, Hiro",2000-03-09,,mujer,23,11,0,asiatico
1345,"Washington, Aisha",2013-12-07,2019-12-29,otros,31,14,0,afrodescendiente
1346,"Li, Mei",2023-04-29,2024-10-02,otros,57,18,0,asiatico
1347,"Sharma, Rudra",1999-10-02,2022-05-04,mujer,24,6,0,indio
1348,"Papadopoulos, Nikos",1984-06-07,1985-07-04,otros,67,6,0,griego
1349,"Washington, Aisha",2010-07-06,,otros,35,20,0,afrodescendiente
1350,"Carreras, Yago",2007-08-28,2010-06-04,mujer,22,4,0,latino
1351,"Sharma, Arjun",1982-12-30,,varon,32,2,0,indio
1352,"Smith, Michael",2001-02-25,2022-08-24,mujer,46,4,0,blanco
1353,"Girón, Remedios",2005-07-18,,otros,36,14,0,latino
1354,"Tanaka, Hiro",1993-10-23,,otros,66,6,0,asiatico
1355,"Brown, Emily",1991-12-25,,mujer,43,17,0,blanco
1356,"Sharma, Arjun",2000-05-13,,varon,25,15,0,indio
1357,"Vilaplana, Dionisia",2023-12-28,,varon,27,13,0,latino
1358,"Dominguez, Carlos",1994-04-29,2024-01-09,otros,51,17,0,latino
1359,"Tanaka, Mei",2011-11-01,2013-11-19,otros,63,6,0,asiatico
1360,"Papadopoulos, Sofia",2013-04-06,,mujer,48,13,0,griego
1361,"Jackson, Aisha",1999-10-04,,mujer,31,7,0,afrodescendiente
1362,"Gálvez, Fortunato",2003-03-09,,otros,62,9,0,latino
1363,"Sharma, Rudra",1995-04-25,,mujer,26,3,0,indio
1364,"Patel, Rudra",2021-12-14,,otros,35,19,0,indio
1365,"Brown, Emily",2018-10-26,,varon,66,20,0,blanco
1366,"Washington, Aisha",2004-11-13,2011-07-08,varon,64,20,0,afrodescendiente
1367,"Sharma, Rudra",2010-12-12,2015-06-03,mujer,65,13,0,indio
1368,"Losada, María",1985-08-28,,mujer,62,18,0,latino
1369,"Li, Hiro",2021-10-11,2023-02-04,mujer,22,19,0,asiatico
1370,"Papadopoulos, Sofia",1992-02-14,,otros,59,2,0,griego
1371,"Amador, Gabriela",1993-02-04,,otros,47,16,0,latino
1372,"Li, Hiro",2004-03-21,2007-09-23,varon,34,5,0,asiatico
1373,"Tanaka, Mei",1985-07-06,,mujer,24,1,0,asiatico
1374,"Brown, Emily",2019-09-03,,otros,55,13,0,blanco
1375,"Papadopoulos, Nikos",1993-12-25,,varon,49,3,0,griego
1376,"Smith, Michael",1982-12-04,,mujer,27,10,0,blanco
1377,"Gelabert, Delfina",1989-08-28,,mujer,24,15,0,latino
1378,"Brown, Emily",2001-01-02,2007-08-06,varon,34,20,0,blanco
1379,"Patel, Rudra",2018-05-26,,mujer,37,3,0,indio
1380,"Sharma, Rudra",1991-10-16,2000-03-16,otros,66,8,0,indio
1381,"Jackson, Aisha",2008-03-12,,varon,50,2,0,afrodescendiente
1382,"Tolosa, Gervasio",2019-02-27,,otros,28,17,0,latino
1383,"Vélez, Carmela",2018-01-27,,mujer,66,4,1,latino
1384,"Li, Mei",2024-11-04,2024-12-31,otros,50,11,0,asiatico
1385,"Tanaka, Mei",1992-05-21,,varon,37,18,0,asiatico
1386,"Smith, Michael",2011-02-07,2014-08-26,mujer,21,17,0,blanco
1387,"Patel, Rudra",2011-12-29,2020-07-09,otros,34,5,0,indio
1388,"Brown, Emily",2002-11-22,,varon,39,8,0,blanco
1389,"Paz, Anna",2014-05-28,,varon,28,3,0,latino
1390,"Brown, Emily",2001-04-07,,otros,36,7,0,blanco
1391,"Patel, Arjun",1988-09-12,,otros,37,14,0,indio
1392,"Washington, Jamal",2006-02-15,,mujer,23,12,0,afrodescendiente
1393,"Papadopoulos, Nikos",2012-05-22,2013-10-23,otros,48,1,0,griego
1394,"Jackson, Aisha",2010-11-19,2024-03-28,mujer,33,17,0,afrodescendiente
1395,"Terrón, Aránzazu",2018-07-10,2020-02-05,mujer,18,2,0,latino
1396,"Cervera, Damián",2001-01-09,,otros,65,7,0,latino
1397,"Sharma, Arjun",2005-05-05,,varon,19,3,0,indio
1398,"Papadopoulos, Nikos",2001-03-25,,mujer,36,19,0,griego
1399,"Li, Hiro",1989-07-20,,mujer,43,8,0,asiatico
1400,"Larrañaga, Joaquín",1984-12-25,,varon,61,13,0,latino
1401,"Patel, Arjun",1982-10-09,,varon,63,1,0,indio
1402,"Brown, Michael",1990-03-17,,otros,24,20,0,blanco
1403,"Patel, Arjun",1999-08-21,,mujer,31,12,0,indio
1404,"Tanaka, Mei",2018-12-20,,varon,18,19,0,asiatico
1405,"Li, Mei",2000-08-23,,mujer,44,19,0,asiatico
1406,"Li, Hiro",2001-05-24,,varon,59,19,0,asiatico
1407,"Tanaka, Mei",2017-09-17,,otros,36,13,0,asiatico
1408,"Brown, John",2020-04-22,,otros,50,12,0,blanco
1409,"Jackson, Aisha",1992-08-16,,mujer,20,7,0,afrodescendiente
1410,"Patel, Rudra",1997-04-30,,otros,51,15,0,indio
1411,"Patel, Arjun",2021-09-15,2022-06-06,mujer,67,8,0,indio
1412,"Li, Mei",2009-07-05,,otros,27,10,0,asiatico
1413,"Jackson, Aisha",2018-03-02,,varon,62,20,0,afrodescendiente
1414,"Arana, Manu",2003-04-16,,varon,42,16,0,latino
1415,"Alarcón, Jose Carlos",1999-12-10,,varon,63,10,0,latino
1416,"Papadopoulos, Nikos",1981-09-05,,varon,20,4,0,griego
1417,"Washington, Jamal",1982-09-23,,otros,54,2,0,afrodescendiente
1418,"Li, Hiro",1999-12-13,,mujer,49,7,0,asiatico
1419,"Ribes, Tadeo",2009-09-13,2012-10-07,otros,18,14,0,latino
1420,"Brown, Emily",1997-04-14,,mujer,43,12,0,blanco
1421,"Seco, América",2003-03-03,,varon,66,15,0,latino
1422,"Sharma, Rudra",2002-01-31,,otros,20,16,0,indio
1423,"Sharma, Arjun",1988-08-24,,mujer,21,1,0,indio
1424,"Sharma, Arjun",2005-01-30,,varon,59,13,0,indio
1425,"Papadopoulos, Sofia",1998-02-21,,varon,33,6,0,griego
1426,"Jackson, Aisha",1993-02-24,,otros,33,12,0,afrodescendiente
1427,"Brown, Emily",2015-07-17,,otros,62,17,0,blanco
1428,"Smith, Emily",1996-08-16,,varon,54,7,0,blanco
1429,"Canals, Belén",2011-02-02,,mujer,50,1,0,latino
1430,"Jackson, Aisha",2005-11-04,2007-07-14,varon,27,20,0,afrodescendiente
1431,"Papadopoulos, Nikos",1994-03-05,1997-05-05,otros,56,11,0,griego
1432,"Patel, Rudra",1986-12-08,,varon,66,16,0,indio
1433,"Brown, John",1998-12-20,,varon,51,6,0,blanco
1434,"Papadopoulos, Sofia",2001-11-17,2014-03-06,mujer,21,14,0,griego
1435,"Patel, Arjun",1988-05-26,2013-12-30,varon,64,1,0,indio
1436,"Sharma, Arjun",2014-02-16,,otros,34,9,0,indio
1437,"Papadopoulos, Sofia",2015-02-25,,mujer,18,16,0,griego
1438,"Tanaka, Hiro",1992-02-15,,varon,36,20,0,asiatico
1439,"Brown, John",1980-12-29,,otros,27,12,0,blanco
1440,"Jackson, Jamal",1982-12-13,,otros,50,17,0,afrodescendiente
1441,"Tanaka, Hiro",1984-12-10,,varon,45,9,0,asiatico
1442,"Papadopoulos, Sofia",1986-03-07,,otros,37,19,0,griego
1443,"Washington, Aisha",2015-06-19,,otros,34,14,0,afrodescendiente
1444,"Papadopoulos, Sofia",1992-07-16,2020-03-16,varon,49,7,0,griego
1445,"Jackson, Jamal",1997-12-17,,mujer,25,6,0,afrodescendiente
1446,"Jackson, Jamal",2003-08-04,,varon,51,6,0,afrodescendiente
1447,"Sharma, Rudra",2019-07-13,,mujer,50,12,0,indio
1448,"Papadopoulos, Nikos",1996-06-25,,otros,41,8,0,griego
1449,"Papadopoulos, Sofia",2021-07-09,,otros,55,1,0,griego
1450,"Papadopoulos, Sofia",2011-10-03,2023-06-06,mujer,45,9,0,griego
1451,"Tanaka, Mei",2008-11-18,,otros,51,15,0,asiatico
1452,"Papadopoulos, Sofia",1985-03-05,,otros,59,18,0,griego
1453,"Jackson, Aisha",2025-01-23,,otros,29,1,0,afrodescendiente
1454,"Brown, John",2023-03-10,,varon,31,4,0,blanco
1455,"Washington, Jamal",1988-04-19,,varon,63,4,0,afrodescendiente
1456,"Papadopoulos, Nikos",2012-11-09,2018-12-14,mujer,42,20,0,griego
1457,"Valencia, Rita",2007-07-09,,varon,20,13,0,latino
1458,"Papadopoulos, Nikos",1982-09-02,,varon,45,17,0,griego
1459,"Tanaka, Mei",2008-08-18,2023-05-27,mujer,67,20,0,asiatico
1460,"Washington, Jamal",2024-11-10,2024-12-17,mujer,33,17,0,afrodescendiente
1461,"Jackson, Jamal",1991-12-23,,varon,62,14,0,afrodescendiente
1462,"Smith, John",1995-04-21,2000-06-17,varon,48,14,0,blanco
1463,"Li, Mei",2022-08-05,,otros,20,7,0,asiatico
1464,"Jackson, Jamal",2023-05-30,,otros,39,1,0,afrodescendiente
1465,"Smith, Michael",1993-04-12,,varon,42,16,0,blanco
1466,"Granados, Edelmiro",2001-11-05,,mujer,67,15,0,latino
1467,"Carvajal, Bartolomé",2021-01-02,,otros,63,16,0,latino
1468,"Sharma, Rudra",2022-10-11,,mujer,37,6,0,indio
1469,"Solera, Olegario",2021-03-28,2021-10-09,varon,50,7,0,latino
1470,"Tejada, Amelia",2005-06-21,2010-06-14,otros,22,5,0,latino
1471,"Papadopoulos, Sofia",2020-06-09,2020-09-24,otros,45,20,0,griego
1472,"Sharma, Arjun",2001-10-02,,mujer,37,8,0,indio
1473,"Smith, Michael",2012-01-19,2013-06-12,varon,61,16,0,blanco
1474,"Patel, Arjun",1998-08-26,,mujer,59,11,0,indio
1475,"Li, Hiro",1991-09-29,,varon,24,6,0,asiatico
1476,"Washington, Aisha",1996-05-12,,varon,48,13,0,afrodescendiente
1477,"Ferreras, Marta",2010-08-28,,mujer,33,10,0,latino
1478,"Brown, Michael",2016-02-17,,varon,60,9,0,blanco
1479,"Jackson, Aisha",2016-09-16,,varon,41,13,0,afrodescendiente
1480,"Papadopoulos, Nikos",2009-07-15,,otros,58,15,0,griego
1481,"Patel, Rudra",1986-06-12,,mujer,22,1,0,indio
1482,"Washington, Aisha",1993-09-08,,mujer,40,3,0,afrodescendiente
1483,"Papadopoulos, Sofia",1989-06-29,,otros,49,16,0,griego
1484,"Papadopoulos, Sofia",2000-09-20,,varon,43,12,0,griego
1485,"Fonseca, Régulo",1985-11-23,,otros,39,5,0,latino
1486,"Li, Mei",1992-08-25,,varon,35,15,0,asiatico
1487,"Sharma, Arjun",2001-04-10,2014-10-07,mujer,53,20,0,indio
1488,"Papadopoulos, Nikos",1993-07-01,,otros,34,10,0,griego
1489,"Washington, Aisha",2022-06-27,,varon,36,15,0,afrodescendiente
1490,"Papadopoulos, Nikos",1989-12-15,1991-05-30,otros,39,17,0,griego
1491,"Li, Mei",2002-10-09,2019-05-17,mujer,28,2,0,asiatico
1492,"Washington, Aisha",2009-03-10,2022-08-31,varon,32,1,0,afrodescendiente
1493,"Patel, Arjun",2023-03-20,,otros,43,13,0,indio
1494,"Jackson, Aisha",2010-11-27,2018-12-08,mujer,19,1,0,afrodescendiente
1495,"Papadopoulos, Sofia",1985-09-18,2009-09-09,varon,39,12,0,griego
1496,"Brown, Michael",2010-09-19,,varon,27,8,0,blanco
1497,"Papadopoulos, Nikos",1998-03-15,2015-07-08,varon,25,15,0,griego
1498,"Berenguer, Leonardo",2012-09-09,,otros,28,2,0,latino
1499,"Papadopoulos, Sofia",2021-08-02,,varon,60,3,0,griego
1500,"Papadopoulos, Sofia",1993-05-29,2003-02-04,varon,61,2,0,griego
1501,"Tanaka, Mei",2008-10-03,,varon,22,13,0,asiatico
1502,"Sharma, Rudra",2008-11-05,,otros,35,10,0,indio
1503,"Font, Alba",1984-05-10,,otros,46,20,0,latino
1504,"Miralles, Ciríaco",2024-10-22,,varon,25,6,0,latino
1505,"Li, Hiro",2021-12-03,,mujer,51,4,0,asiatico
1506,"Brown, Michael",2019-01-04,2019-02-06,varon,29,16,0,blanco
1507,"Papadopoulos, Sofia",2011-02-22,,otros,68,6,0,griego
1508,"Aliaga, Sandalio",2020-06-22,,otros,52,11,0,latino
1509,"Papadopoulos, Sofia",2012-11-18,2023-01-22,mujer,57,10,0,griego
1510,"Papadopoulos, Nikos",2006-04-27,2018-02-02,mujer,66,20,0,griego
1511,"Busquets, Olalla",2019-01-02,2021-07-27,varon,56,18,0,latino
1512,"Sharma, Rudra",1983-04-26,2022-09-02,otros,66,2,0,indio
1513,"Brown, John",2003-06-13,,varon,63,20,0,blanco
1514,"Jackson, Jamal",2024-09-19,,otros,45,13,0,afrodescendiente
1515,"Patel, Rudra",2008-04-21,,varon,55,20,0,indio
1516,"Li, Hiro",1996-10-20,,otros,59,14,0,asiatico
1517,"Sharma, Rudra",2025-01-21,2025-01-23,otros,22,7,0,indio
1518,"Losa, Catalina",2021-11-06,,otros,28,13,0,latino
1519,"Brown, John",1992-05-16,,otros,52,16,0,blanco
1520,"Smith, John",2018-01-07,,otros,57,2,1,blanco
1521,"Jackson, Jamal",2011-12-18,,mujer,40,4,0,afrodescendiente
1522,"Sharma, Arjun",2003-08-27,,mujer,31,10,0,indio
1523,"Washington, Jamal",2011-08-13,,otros,41,4,0,afrodescendiente
1524,"Washington, Aisha",2012-06-17,,otros,24,2,0,afrodescendiente
1525,"Jackson, Aisha",1994-08-30,,varon,18,6,0,afrodescendiente
1526,"Tanaka, Mei",2009-02-25,2020-06-14,otros,42,7,0,asiatico
1527,"Smith, John",2003-10-31,,varon,41,14,0,blanco
1528,"Jackson, Aisha",2024-06-13,,mujer,56,5,0,afrodescendiente
1529,"Li, Hiro",1999-09-20,,otros,43,12,0,asiatico
1530,"Marquez, Anastasia",1995-07-11,,otros,22,13,0,latino
1531,"Sharma, Rudra",1981-09-16,,mujer,35,4,0,indio
1532,"Jackson, Jamal",2000-03-03,,mujer,28,3,0,afrodescendiente
1533,"Smith, John",2003-10-14,,otros,22,12,0,blanco
1534,"Valencia, Fabiola",1983-02-15,1985-07-09,varon,56,20,0,latino
1535,"Brown, Emily",2021-03-12,2021-08-12,otros,47,7,0,blanco
1536,"Tanaka, Hiro",1991-06-07,,mujer,69,16,0,asiatico
1537,"Washington, Aisha",2015-02-22,2024-09-17,otros,30,10,1,afrodescendiente
1538,"Smith, Emily",1996-09-23,,varon,26,3,0,blanco
1539,"Papadopoulos, Sofia",2003-06-15,2004-02-23,varon,64,12,0,griego
1540,"Aparicio, Adalberto",2016-06-10,,otros,52,12,0,latino
1541,"Brown, Michael",1991-12-01,,otros,26,15,0,blanco
1542,"Sharma, Rudra",2001-06-21,,varon,69,18,0,indio
1543,"Li, Hiro",2015-03-16,,mujer,57,18,0,asiatico
1544,"Patel, Arjun",1990-10-27,,otros,46,9,0,indio
1545,"Borrás, Toño",2023-07-24,,otros,53,18,0,latino
1546,"Papadopoulos, Nikos",1981-10-15,2002-08-17,mujer,29,1,0,griego
1547,"Tanaka, Mei",2020-05-27,,varon,35,4,0,asiatico
1548,"Villanueva, Teresita",1994-11-25,,varon,35,8,0,latino
1549,"Papadopoulos, Sofia",2023-06-30,2024-04-22,mujer,53,15,0,griego
1550,"Papadopoulos, Sofia",2017-12-02,2018-10-10,mujer,54,7,0,griego
1551,"Brown, Emily",2015-10-31,,varon,67,17,0,blanco
1552,"Smith, John",2021-11-08,2022-08-14,mujer,59,7,0,blanco
1553,"Tanaka, Mei",1984-06-19,1989-08-17,otros,51,2,0,asiatico
1554,"Perez, Rocío",2016-01-13,,mujer,22,6,0,latino
1555,"Papadopoulos, Nikos",1986-10-08,,mujer,31,4,0,griego
1556,"Smith, John",1999-04-24,2016-03-13,otros,32,14,0,blanco
1557,"Li, Mei",1989-06-21,,varon,34,7,0,asiatico
1558,"Patel, Arjun",1999-05-02,,otros,25,10,0,indio
1559,"Smith, Emily",1997-03-16,,mujer,51,16,0,blanco
1560,"Brown, Emily",2001-11-07,2024-01-19,mujer,62,16,0,blanco
1561,"Papadopoulos, Nikos",1990-08-12,,otros,55,9,0,griego
1562,"Brown, Emily",2014-04-30,,otros,49,12,0,blanco
1563,"Papadopoulos, Nikos",2011-04-30,,varon,20,10,0,griego
1564,"Washington, Jamal",1993-04-09,,otros,29,2,0,afrodescendiente
1565,"Papadopoulos, Nikos",1990-12-12,1995-07-10,otros,39,3,0,griego
1566,"Washington, Aisha",1985-05-31,2008-10-11,otros,58,15,0,afrodescendiente
1567,"Patel, Arjun",2014-12-01,2015-01-25,varon,20,11,0,indio
1568,"Papadopoulos, Sofia",2012-09-22,,varon,23,10,0,griego
1569,"Fuentes, Chema",2019-11-11,,otros,52,2,0,latino
1570,"Tanaka, Mei",2023-01-17,2024-03-23,otros,22,4,1,asiatico
1571,"Li, Mei",2020-05-21,,mujer,66,12,0,asiatico
1572,"Papadopoulos, Nikos",2013-11-16,2023-01-26,mujer,21,20,0,griego
1573,"Patel, Rudra",1981-08-05,2013-09-19,varon,22,18,0,indio
1574,"Tanaka, Mei",1994-06-07,,mujer,31,20,0,asiatico
1575,"Sharma, Arjun",1993-07-25,,varon,24,20,0,indio
1576,"Brown, Emily",1988-05-21,,mujer,21,11,0,blanco
1577,"Washington, Jamal",2003-01-05,,otros,40,15,0,afrodescendiente
1578,"Tanaka, Mei",1996-09-05,,varon,23,7,0,asiatico
1579,"Patel, Rudra",2015-05-11,,otros,30,20,0,indio
1580,"Rius, Marco",2001-11-24,,otros,44,1,0,latino
1581,"Smith, Emily",2018-10-12,,otros,65,8,0,blanco
1582,"Tanaka, Mei",1988-10-06,,otros,19,2,0,asiatico
1583,"Li, Hiro",1999-08-25,,otros,34,20,0,asiatico
1584,"Papadopoulos, Sofia",2010-07-28,,varon,51,11,0,griego
1585,"Barba, Fito",2020-06-30,,otros,27,10,0,latino
1586,"Jackson, Jamal",2013-08-20,,varon,25,15,1,afrodescendiente
1587,"Ortega, Danilo",2021-03-18,,otros,31,2,0,latino
1588,"Papadopoulos, Sofia",1991-02-18,,otros,64,17,0,griego
1589,"Papadopoulos, Nikos",2006-12-14,2022-08-30,otros,53,16,0,griego
1590,"Smith, Michael",2022-12-13,,varon,31,11,0,blanco
1591,"Papadopoulos, Sofia",2019-06-02,,varon,58,6,0,griego
1592,"Patel, Rudra",2002-01-30,2014-04-02,mujer,30,7,0,indio
1593,"Isern, Cipriano",2008-12-18,,mujer,47,6,0,latino
1594,"Li, Mei",1999-11-01,,otros,45,14,0,asiatico
1595,"Papadopoulos, Sofia",2000-09-16,2008-10-30,otros,59,7,0,griego
1596,"Pérez, Bibiana",2015-07-11,,mujer,50,5,0,latino
1597,"Sharma, Rudra",1991-02-22,,otros,19,8,0,indio
1598,"Washington, Jamal",2007-10-10,,otros,39,12,0,afrodescendiente
1599,"Smith, Michael",1981-08-26,1994-10-04,otros,27,2,0,blanco
1600,"Papadopoulos, Nikos",1981-02-06,,mujer,31,3,0,griego
1601,"Jackson, Jamal",1999-03-27,2022-11-27,mujer,53,14,0,afrodescendiente
1602,"Li, Hiro",2007-12-26,2014-10-12,otros,32,8,0,asiatico
1603,"Papadopoulos, Sofia",1994-01-10,,otros,40,13,0,griego
1604,"Li, Hiro",2008-07-03,,otros,53,19,0,asiatico
1605,"Brown, John",2019-07-14,,otros,59,20,1,blanco
1606,"Papadopoulos, Sofia",1984-08-03,,mujer,33,8,0,griego
1607,"Li, Mei",1998-04-26,1999-12-28,varon,56,17,0,asiatico
1608,"Folch, Sol",1985-01-20,,mujer,46,7,0,latino
1609,"Sharma, Arjun",1995-08-02,,otros,63,8,0,indio
1610,"Brown, John",1990-04-16,2001-03-02,otros,32,5,0,blanco
1611,"Papadopoulos, Sofia",2003-01-10,,varon,45,2,0,griego
1612,"Washington, Jamal",2023-08-14,,varon,24,7,0,afrodescendiente
